Siruta,Localitate,Alimentara,Textila,Lemnului,ChimicaFarmaceutica,Metalurgica,ConstructiiMasini,CalculatoareElectronica,Mobila,Energetica
107733,Copalnic-Manastur,220750,0,1119187,0,0,0,0,81745,0
124117,Oras Roznov,0,309582,3645122,0,0,0,0,14832,0
148694,Fratautii Vechi,2104437,0,0,0,0,0,0,0,0
140501,Chiesd,908060,0,0,0,0,0,0,0,0
132315,Banesti,553369,5701287,2508266,0,0,0,0,701943,0
50399,Valcelele,7401644,0,0,0,0,0,0,0,0
25825,Targu Trotus,3675343,5.39E+07,1521959,0,0,0,0,0,0
50415,Zarnesti,2199958,0,182660,0,0,0,0,0,0
9459,Oras Chisineu-Cris,4603402,0,0,0,2.57E+08,2.73E+08,0,73512,0
132342,Bertea,0,0,53115,0,0,0,0,0,0
115959,Ceuasu De Campie,1.08E+07,1577026,0,0,0,0,0,4031979,0
124153,Sagna,0,0,0,0,0,0,0,0,0
148729,Frumosu,1413420,0,7709826,0,0,0,0,0,0
42236,Vistea,25423,0,0,0,0,0,0,93999,0
83197,Feliceni,0,141057,4788124,54613,0,108450,0,213720,0
156927,Fardea,0,0,0,0,0,0,0,0,0
58623,Mociu,0,0,0,0,0,0,0,0,0
140547,Cizer,98874,0,407359,0,0,0,0,0,0
25861,Traian,8302145,0,0,0,0,0,0,0,0
165130,Osesti,0,0,0,0,0,0,0,0,0
99600,Trifesti,1929643,0,0,0,0,0,0,0,0
9495,Oras Curtici,6.15E+07,7.86E+08,769752,0,0,8342105,0,116120,0
132379,Boldesti-Gradistea,0,0,0,0,0,0,0,0,0
34075,Nuseni,488390,0,0,0,0,0,0,0,0
148765,Fundu Moldovei,177652,2794,8405534,0,0,0,0,0,0
140583,Coseiu,0,0,5539,0,0,0,0,0,0
66857,Corbii Mari,480675,0,6332742,14243,0,0,0,0,0
50479,Ziduri,56382,1545025,168,0,0,0,0,0,0
124206,Sabaoani,1.41E+07,79146,396898,0,8075362,0,0,0,0
91447,Tomesti,0,0,0,0,0,0,0,0,0
132404,Brebu,393113,896395,2330316,0,0,0,0,0,0
173374,Stoilesti,10793,0,0,0,0,0,0,39329,23650
17726,Negrasi,0,0,0,0,0,0,0,0,0
9538,Oras Ineu,2394322,1.84E+07,0,0,0,0,0,54411,0
42307,Voila,0,569830,8556241,0,0,0,0,0,0
165185,Padureni,0,184351,0,0,0,0,0,0,0
1348,Municipiul Blaj,3.87E+07,4501309,1.94E+07,1245421,0,4.90E+08,1.22E+07,2328621,0
124233,Secuieni,0,0,0,0,0,0,0,0,0
25932,Ungureni,0,0,0,0,0,0,0,0,0
157004,Foeni,0,0,0,0,0,0,0,0,0
116046,Chetani,0,0,0,0,0,0,0,0,0
140627,Crasna,1142383,8587547,210620,0,0,0,0,6047458,0
99673,Tibana,12561,0,0,0,0,0,0,0,0
75098,Municipiul Galati,9.53E+08,3.96E+07,2.14E+07,7587385,3.96E+09,6.39E+08,2683009,6.94E+07,2.55E+08
107868,Coroieni,254001,0,498512,0,0,0,0,2143973,0
58721,Moldovenesti,0,0,0,0,0,0,0,0,0
157031,Gavojdia,0,0,1525069,0,0,0,0,0,0
9574,Oras Lipova,1.26E+07,5340663,2.41E+07,0,0,2.64E+07,1.10E+08,13782,0
132459,Calugareni,0,0,0,0,0,0,0,0,0
17771,Nucsoara,0,0,0,0,0,0,0,0,0
34155,Parva,0,0,0,0,0,0,0,0,0
75114,Sendreni,96306,1658934,1096028,0,0,0,0,563468,0
50549,Unguriu,0,0,0,0,0,0,0,0,0
83320,Municipiul Miercurea Ciuc,1.12E+08,4.06E+07,2.53E+07,0,391074,2481846,22398,7.54E+07,2.48E+07
34173,Petru Rares,0,0,1556553,0,0,0,0,0,0
140672,Creaca,0,0,15300,0,0,0,0,0,0
50564,Florica,0,0,0,0,0,0,0,0,0
132486,Carbunesti,0,0,439830,0,0,0,0,0,0
66955,Cornatelu,0,0,0,0,0,0,0,0,0
148872,Galanesti,6021267,0,1.07E+07,0,0,0,0,0,0
91535,Toplita,0,0,0,0,0,0,0,0,0
75150,Vanatori,1.05E+08,2.43E+07,4.98E+07,3194263,0,6452400,0,19644,0
107920,Cupseni,520184,0,9574,0,0,0,0,1122059,0
165274,Perieni,0,0,0,0,0,0,0,0,0
9627,Oras Nadlac,254397,0,258342,106500,3378207,6496513,0,0,7285415
132510,Ceptura,8.32E+07,191096,155661,0,0,0,0,0,0
157086,Oras Gataia,2.39E+07,0,6940027,0,0,0,0,0,0
42398,Vulcan,0,0,5133769,0,0,0,0,94932,0
116126,Chiheru De Jos,0,0,488074,0,0,0,0,0,0
17824,Oarja,7204645,0,0,0,0,0,0,1759911,0
58794,Palatca,0,0,0,0,0,0,0,0,0
124331,Stanita,0,0,0,0,0,0,0,0,0
26029,Urechesti,0,7092,0,0,0,0,0,2026938,0
83375,Pauleni-Ciuc,101063,0,507474,0,0,0,0,1561394,0
1455,Oras Campeni,8815325,687772,7130417,0,0,0,0,3.46E+07,0
9654,Oras Pancota,2.82E+07,2234705,0,0,0,0,0,871290,0
148916,Gramesti,109859,0,0,0,0,0,0,0,0
17851,Pietrosani,1097499,0,4.72E+07,0,0,0,0,0,0
34235,Prundu Bargaului,0,0,6920786,0,0,0,0,0,0
75203,Municipiul Tecuci,4.29E+07,524626,2090341,472638,0,5351298,0,890416,0
99780,Tibanesti,0,2554137,0,0,0,0,0,328974,0
107975,Desesti,6132283,0,3753719,0,0,0,0,0,0
67014,Cornesti,1412509,0,499552,0,0,0,0,60122,0
116171,Coroisanmartin,0,0,0,0,0,0,95037,0,0
42449,Sinca Noua,0,0,0,0,0,0,0,0,0
75221,Draganesti,1720467,0,0,0,0,0,0,230627,0
34262,Rebra,73717,0,0,0,0,0,71517,0,0
42456,Crizbav,0,0,0,0,0,0,0,0,0
9690,Oras Sebis,1292525,3.05E+07,1.43E+07,0,0,0,0,3.58E+07,0
165336,Poienesti,0,0,0,0,0,0,0,0,0
132574,Cerasu,0,0,485660,0,0,0,0,0,0
173533,Stroesti,220927,0,226714,0,0,0,0,0,0
42464,Sambata De Sus,260835,0,1023136,0,0,0,0,29846,0
140770,Cristolt,64902,0,0,0,0,0,0,0,0
26083,Valea Seaca,0,0,0,0,0,0,0,0,0
83428,Oras Baile Tusnad,81183,0,43767,0,0,0,0,0,0
34280,Rebrisoara,3483738,360611,1450826,0,0,0,0,0,0
42472,Holbav,0,0,490640,0,0,0,0,0,0
58856,Panticeu,275360,0,159335,0,0,0,0,0,0
148970,Granicesti,0,0,0,0,0,0,0,0,0
91624,Totesti,0,0,0,0,0,0,0,0,0
42480,Dragus,5470570,0,0,0,0,0,0,0,0
108017,Oras Dragomiresti,761451,0,447739,0,0,0,0,0,0
17913,Poienarii De Arges,0,0,2164701,0,0,0,0,0,0
124411,Stefan Cel Mare,1076761,0,40446,0,0,0,0,0,0
75258,Munteni,60854,0,0,0,0,321564,0,328937,0
116224,Cozma,0,0,0,0,0,0,0,0,0
42498,Augustin,0,0,0,0,0,0,0,0,0
108035,Dumbravita,1467218,0,783097,19000,1.64E+08,0,0,0,0
26118,Vultureni,2050,0,0,0,0,0,0,0,0
83464,Oras Balan,1.24E+07,0,2142418,0,0,0,0,71892,0
157193,Ghizela,0,0,0,0,0,0,0,0,0
9743,Almas,988182,133110,0,0,0,0,0,0,0
140823,Criseni,1.45E+07,0,5154602,0,695642,759257,0,1.32E+07,0
34333,Rodna,515534,0,1.54E+07,0,0,0,0,791746,0
173597,Sutesti,0,0,0,2468788,0,0,0,0,0
83491,Oras Borsec,5.65E+08,0,2474222,0,0,0,0,0,0
58918,Petrestii De Jos,1463821,0,73867,0,0,0,0,108836,0
99879,Tiganasi,0,0,0,0,0,0,280916,0,0
132645,Chiojdeanca,0,0,0,0,0,0,0,0,0
91688,Turdas,0,0,0,0,0,0,0,0,0
165416,Pogana,0,0,0,0,0,0,0,0,0
17968,Poienarii De Muscel,0,0,602,0,0,0,0,151593,0
67121,Costestii Din Vale,0,62334,0,0,0,0,0,0,0
34360,Romuli,128415,0,1.82E+07,0,0,0,0,0,0
149049,Horodniceni,6776846,0,0,0,0,0,0,0,0
157246,Giarmata,1631938,36364,5179040,0,0,991760,98391,122391,0
116288,Craciunesti,0,0,0,0,0,0,0,222532,0
83525,Oras Cristuru Secuiesc,1.98E+07,1.23E+07,1.31E+07,0,6539778,0,0,2.02E+07,416512
9798,Apateu,1516455,0,0,0,0,0,0,0,0
140869,Cuzaplac,0,0,0,0,0,0,0,0,0
75338,Oras Beresti,78890,0,0,0,0,0,0,361426,0
108106,Farcasa,396284,0,366243,0,0,0,0,8599536,0
132681,Ciorani,147234,202237,0,0,0,0,0,0,0
124493,Tarcau,0,0,9.64E+07,0,0,0,0,0,18966
91731,General Berthelot,0,0,0,0,0,0,0,0,0
99922,Tutora,0,0,0,0,0,0,0,0,0
157273,Giera,269770,0,62241,0,0,0,0,0,0
165470,Puiesti,0,0,0,0,0,0,0,0,0
34397,Salva,0,129569,0,0,0,0,0,0,0
75356,Beresti-Meria,0,49472,0,0,0,0,0,0,0
67167,Crangurile,0,0,2.88E+07,0,0,0,0,0,0
50790,Municipiul Resita,2.47E+08,6.73E+07,3.64E+07,674645,5.53E+08,1.97E+07,439857,2426236,3.85E+07
9832,Archis,2763,0,9000,0,0,0,0,72540,0
83561,Municipiul Gheorgheni,5.20E+07,1.14E+07,4.17E+07,0,2624827,3403436,11026,4.14E+07,7427909
18028,Poiana Lacului,7352017,292820,0,0,0,0,0,0,0
58990,Ploscos,141169,18150,0,0,0,0,0,0,0
132716,Cocorastii Mislii,20554,0,3754565,0,0,0,0,0,0
149101,Horodnic De Jos,6.99E+07,0,0,0,0,0,0,21099,0
173686,Sirineasa,0,0,0,0,0,0,0,0,0
116340,Craiesti,0,0,0,0,0,0,0,0,0
34422,Silivasu De Campie,0,0,0,0,0,0,0,0,0
108151,Giulesti,1431988,0,0,0,0,0,0,0,0
99968,Valea Seaca,58953,0,0,0,0,0,0,0,0
157317,Giulvaz,8646526,0,0,0,0,0,0,35163,0
149138,Iacobeni,17462,0,2547669,0,0,0,0,0,0
91795,Vata De Jos,238663,0,1.52E+07,0,0,0,0,0,0
124563,Tasca,0,0,401426,0,0,0,0,0,0
132752,Colceag,0,0,130933,0,0,0,0,1701284,0
140958,Dobrin,89346,0,0,0,0,0,0,0,0
9887,Bata,0,1277451,817086,0,0,0,0,0,0
1696,Oras Cugir,3.19E+08,2061396,1.13E+07,0,0,2.82E+08,11318,1.30E+07,9074846
59041,Poieni,166650,0,2293910,0,0,0,0,0,0
100004,Victoria,0,0,0,0,0,0,0,0,0
116395,Cucerdea,2449491,0,0,0,0,0,0,0,0
34477,Sanmihaiu De Campie,12454,0,47993,0,0,0,0,0,0
108204,Ieud,275179,0,0,0,0,0,0,0,0
157362,Jamu Mare,0,0,0,0,0,0,0,0,0
26289,Zemes,1077003,218850,0,0,0,46020,0,0,0
83632,Municipiul Toplita,3846828,3.23E+07,2.46E+07,0,0,0,0,1320180,0
173748,Stefanesti,3707894,0,0,0,0,0,0,0,0
67256,Darmanesti,2993038,1159887,0,0,0,0,0,0,0
42682,Municipiul Braila,2.11E+08,2.05E+08,2.22E+07,1.07E+08,1.74E+07,4.31E+08,434494,2.78E+07,3.75E+07
149183,Izvoarele Sucevei,0,0,2655430,0,0,0,0,0,0
108222,Lapus,0,898459,15996,0,0,0,0,0,0
132805,Cornu,830775,4679160,1714,3.74E+07,5596644,4.23E+07,0,0,0
50889,Oras Anina,1059415,140038,5471632,0,0,0,0,0,0
124616,Tazlau,0,0,560489,0,0,0,0,0,0
9930,Beliu,0,0,0,0,0,0,0,0,0
26320,Sarata,2412956,9804440,0,0,0,0,0,0,0
75472,Oras Targu Bujor,1363508,0,0,0,0,0,0,1790172,0
108240,Leordina,0,0,5487352,0,0,0,0,0,0
42708,Chiscani,3562447,0,51981,0,1.78E+07,295841,0,808416,0
116439,Cuci,0,0,0,0,0,0,0,0,0
124634,Tamaseni,6204407,0,324730,0,0,0,0,0,0
67292,Dobra,8578,0,0,0,0,0,0,0,0
141027,Dragu,10129,0,0,0,0,0,0,0,0
26338,Buciumi,0,0,0,0,0,0,0,0,0
173793,Susani,302556,0,0,0,0,0,0,0,0
149227,Oras Liteni,1019485,0,1912377,0,0,0,0,0,0
165611,Pungesti,0,0,0,0,0,0,0,0,0
26346,Gioseni,0,0,0,0,0,0,0,0,0
50923,Oras Baile Herculane,0,0,3968103,0,0,0,0,0,0
132841,Cosminele,0,0,1583403,0,0,0,0,0,0
108268,Miresu Mare,0,89497,3374426,0,0,0,0,0,771377
26353,Odobesti,0,0,0,0,0,0,0,0,0
18162,Popesti,0,0,0,0,0,0,0,0,0
157424,Jebel,245151,2790073,0,0,0,0,0,546931,0
34547,Spermezeu,0,0,0,0,0,0,0,0,0
124661,Timisesti,98983,0,0,11632,0,0,0,0,0
100086,Vanatori,1202572,0,0,0,0,0,0,0,0
26361,Prajesti,0,224319,2782553,0,0,0,0,25310,0
59130,Recea-Cristur,0,0,0,0,0,0,0,0,0
75515,Barcea,99697,0,0,0,0,0,110524,0,0
67327,Dragodana,989236,976721,62876,0,0,0,0,12931,0
42753,Oras Faurei,119276,54259,0,0,0,0,0,0,0
1794,Oras Ocna Mures,1.13E+07,59152,125253,0,0,0,0,0,0
157451,Lenauheim,0,0,132503,0,0,0,0,0,0
26379,Itesti,0,0,0,0,0,0,0,3600,0
116493,Danes,4567597,21521,67513,0,0,0,0,0,0
42771,Surdila-Greci,0,0,0,0,0,0,0,0,0
10006,Birchis,48691,0,1134293,0,0,0,0,0,0
75542,Balabanesti,0,0,0,0,0,0,0,0,0
50969,Oras Bocsa,5.37E+07,8070689,6304586,0,0,804947,7308992,5502477,0
141081,Fildu De Jos,0,0,79427,0,0,0,0,0,0
173855,Tetoiu,0,0,0,0,0,0,0,0,0
91937,Valisoara,0,0,0,0,0,0,0,0,0
132896,Drajna,0,0,2.18E+07,0,0,823832,0,0,0
83749,Oras Vlahita,2296381,0,4564478,0,656597,0,0,0,0
149290,Marginea,845394,1686,2.24E+07,0,107403,0,0,504873,0
50987,Ocna De Fier,0,0,0,0,0,0,0,0,0
124723,Trifesti,136517,0,0,0,0,0,0,0,0
100148,Vladeni,0,0,0,0,0,0,0,0,0
34618,Sant,0,0,1.30E+07,0,0,0,0,0,0
157497,Liebling,3.16E+07,0,0,0,0,0,0,0,0
108348,Moisei,1246037,0,2.70E+07,0,0,0,0,0,0
116545,Deda,0,340530,6916520,0,0,0,0,0,0
18242,Priboieni,0,0,254967,0,0,0,0,0,0
51010,Municipiul Caransebes,1.40E+07,91454,5340849,172304,91512,2.22E+08,0,1.17E+07,348167
10051,Barsa,0,0,0,0,0,0,0,0,0
149316,Malini,2197812,0,1.73E+07,0,0,0,0,6421987,0
42824,Baraganul,0,0,0,0,0,0,0,0,0
83785,Atid,702604,0,0,0,0,0,0,0,0
141134,Galgau,1783223,0,135444,0,0,0,0,0,0
67407,Dragomiresti,0,0,487801,0,0,0,0,0,0
91982,Vetel,0,1983081,0,3325257,0,0,1036970,1.10E+08,0
108366,Oarta De Jos,0,0,0,0,0,0,0,0,0
124750,Tupilati,0,0,0,0,0,0,0,0,0
1874,Municipiul Sebes,7.65E+07,8.35E+07,3.50E+09,113057,0,3.40E+07,0,8.79E+07,3243998
34645,Sieu,0,0,126440,0,0,0,0,0,0
165719,Rebricea,0,0,0,0,0,0,0,0,0
157530,Lovrin,51753,273595,156398,0,0,0,4340,0,0
42842,Bertestii De Jos,0,0,0,0,0,0,0,0,0
75613,Balasesti,0,0,0,0,0,0,0,0,0
59238,Risca,1807,0,2062516,0,0,0,0,0,0
173935,Tomsani,594360,0,2072903,0,0,0,0,0,0
116590,Eremitu,431410,0,5567280,0,0,0,0,0,0
51056,Oras Moldova Noua,3017460,0,296117,1756,0,9.01E+07,2101098,0,0
108400,Ocna Sugatag,1559825,0,81532,375030,0,0,0,402168,0
10104,Barzava,0,0,0,0,0,0,0,0,0
149370,Manastirea Humorului,0,0,2172272,0,0,0,0,0,0
100219,Voinesti,0,0,342976,0,0,0,0,0,0
34690,Sieu-Magherus,231781,1411,5706770,0,0,0,0,0,9000
124803,Tibucani,0,41945,140437,0,0,0,0,0,0
83847,Avramesti,0,0,7420,0,0,0,0,0,0
67470,Finta,0,0,0,0,0,0,0,0,0
1936,Oras Zlatna,1909903,1.88E+07,3.58E+07,0,4.15E+07,0,0,108808,700
59283,Sacuieu,675390,0,84719,0,0,0,0,0,0
157585,Margina,0,0,0,421091,0,0,0,0,39089
75668,Baleni,0,0,0,0,0,0,0,0,0
133018,Draganesti,54172,0,0,0,0,0,0,0,0
18331,Ratesti,0,218388,0,0,0,0,0,0,0
42913,Bordei Verde,0,0,214180,0,0,0,0,0,0
149414,Moara,986334,0,0,0,0,0,0,0,5927629
108455,Petrova,7519,0,5094553,0,0,0,0,0,0
75686,Baneasa,0,0,0,0,0,0,0,0,0
116652,Ernei,250894,0,59400,0,0,1133170,0,0,0
51118,Oras Oravita,8652417,207486,1.93E+07,0,0,0,0,0,0
100273,Bals,0,0,0,0,0,0,0,0,0
124849,Urecheni,4173083,0,0,0,0,0,0,0,0
141232,Garbou,0,0,9643,0,0,0,0,0,0
108473,Poienile De Sub Munte,27622,0,729920,0,0,0,0,0,0
100282,Costesti,0,0,470718,0,0,0,0,0,0
165817,Rosiesti,6.72E+07,0,0,0,0,0,0,0,0
75711,Branistea,0,182896,26665,0,0,129384,0,0,0
59327,Savadisla,919471,0,2.87E+07,0,0,0,0,30452,0
92097,Vorta,0,0,0,0,0,0,0,0,0
67522,Glodeni,0,255346,0,0,0,0,0,0,0
26564,Municipiul Oradea,5.15E+08,5.31E+08,9.38E+07,5.01E+07,5.38E+07,2.47E+08,4.11E+08,3.37E+08,3.67E+08
174021,Vaideeni,318127,0,579317,277735,0,0,0,0,0
108491,Remetea Chioarului,0,0,0,0,0,0,0,0,0
34770,Sieu-Odorhei,0,0,0,0,0,0,0,0,0
10195,Bocsig,0,0,0,0,0,0,0,0,0
124885,Valea Ursului,0,0,0,0,0,0,0,0,0
100308,Draguseni,147969,0,0,0,0,0,0,0,0
26582,Sanmartin,2313619,3947850,1136653,0,0,0,0,340946,4040644
42968,Ciocile,0,0,0,0,0,0,0,0,0
100317,Fantanele,0,0,0,0,0,0,0,0,0
133090,Dumbrava,0,0,168350,0,0,0,0,0,0
83936,Bilbor,0,0,1.44E+07,0,0,0,0,0,0
100326,Harmanesti,22763,0,0,0,0,0,0,0,0
18411,Recea,163789,0,0,0,0,0,0,0,0
100335,Rachiteni,7.81E+07,0,0,0,0,0,0,0,0
157683,Masloc,1862315,9390,576042,0,0,0,842474,0,0
116723,Faragau,393054,0,0,0,0,0,0,0,0
75766,Brahasesti,0,0,0,0,0,0,0,0,0
100344,Roscani,0,0,0,0,0,0,0,0,0
83963,Capalnita,0,0,885215,0,0,0,0,0,0
149502,Moldova-Sulita,0,0,2084247,0,0,0,0,0,0
10239,Brazii,0,0,21494,0,0,0,0,0,0
100353,Valea Lupului,4.11E+07,2.27E+07,1210613,0,0,0,0,474001,1.93E+08
141312,Halmasd,0,0,0,0,0,0,0,0,0
51207,Oras Otelu Rosu,6053280,3.91E+07,98532,0,0,168163,211951,0,210685
174085,Valea Mare,0,0,0,0,0,0,0,0,0
108552,Remeti,0,0,17850,0,0,0,0,0,0
165899,Solesti,0,0,0,0,0,0,0,0,0
67595,Gura Ocnitei,19832,0,0,0,0,0,0,0,0
43019,Ciresu,397036,0,0,0,0,0,0,0,0
100362,Ciohorani,1036,0,0,0,0,0,0,0,0
124938,Alexandru Cel Bun,5064966,3601823,6119673,0,0,0,0,0,0
83981,Ciucsangeorgiu,1532728,0,6603560,0,0,0,0,0,0
92177,Zam,75613,0,1011039,0,0,0,0,0,0
59416,Sic,2696072,0,2833851,0,0,0,0,0,86797
26653,Santandrei,1.30E+08,1.03E+07,2311633,0,0,125097,0,262147,0
149539,Moldovita,449989,0,1.81E+07,0,0,0,0,0,0
34850,Sieut,147922,0,277042,0,0,0,0,0,0
59434,Sancraiu,0,0,1131167,0,0,0,0,0,0
75819,Buciumeni,0,0,0,0,0,0,0,0,0
157736,Manastiur,0,0,2.82E+07,0,0,0,0,0,0
18475,Rociu,0,0,0,0,0,0,0,0,0
51243,Armenis,0,0,1.05E+07,0,0,0,0,0,0
133161,Filipestii De Padure,4.16E+08,7211420,1.96E+07,7.58E+07,2160578,8046124,0,0,0
10293,Buteni,1298197,132087,4750053,0,0,0,0,596428,0
108598,Repedea,0,0,598421,0,0,0,0,0,0
116796,Fantanele,7986290,0,0,0,0,0,0,0,0
43073,Dudesti,0,165749,0,0,0,0,0,0,0
67648,Gura Sutii,0,5078284,0,0,0,0,0,0,0
141376,Hereclean,493634,126500,585630,0,0,0,0,6216704,0
108614,Rona De Jos,0,0,0,0,0,0,0,0,0
26699,Oras Alesd,9481476,1.51E+08,610793,0,111755,0,0,617127,3750332
174156,Vladesti,5408288,0,1028594,1177765,0,0,0,736502,0
2130,Albac,0,0,2245866,0,0,0,0,0,0
149584,Musenita,0,0,0,0,0,0,0,0,0
34903,Sintereag,1059220,693283,176314,0,0,0,0,0,0
157781,Moravita,0,0,2403,0,0,0,0,0,0
75864,Cavadinesti,0,0,0,0,0,0,0,0,0
108632,Rona De Sus,989439,1376378,1389866,0,0,0,0,0,0
125016,Vanatori-Neamt,0,2955346,2.80E+07,0,0,7913652,0,0,0
165979,Stanilesti,0,1882775,0,0,0,0,0,0,0
67675,Hulubesti,95383,0,0,0,0,0,0,0,0
133214,Filipestii De Targ,2.18E+07,621665,5511021,0,0,0,5.19E+07,0,0
18527,Rucar,1.37E+07,0,1.16E+07,0,0,983123,0,5871987,0
51305,Bania,2181582,0,0,0,0,0,0,0,0
10346,Carand,0,0,106592,0,0,0,0,0,0
59498,Sanmartin,0,0,0,0,0,0,0,0,0
43117,Frecatei,0,0,0,0,0,0,0,0,0
26742,Astileu,230798,4620531,55454,0,0,0,0,0,1238807
84086,Ciumani,0,24465,7.35E+07,0,0,0,0,0,0
18554,Salatrucu,0,0,2604286,0,0,0,0,0,0
108669,Rozavlea,1288728,0,0,0,0,0,0,0,0
116867,Galesti,1740883,0,274002,1421850,0,0,0,0,0
51332,Bautar,0,0,1980211,0,0,0,0,0,0
125061,Zanesti,0,36793,128785,0,0,0,0,72204,0
10373,Cermei,0,0,420681,0,0,0,0,0,0
141447,Hida,439630,0,8651475,6.06E+07,0,0,399509,0,0
84102,Carta,0,183489,1485644,0,0,0,0,5117736,0
157834,Mosnita Noua,1.37E+07,1.79E+07,7119352,3998800,0,192408,0,249253,5000
174218,Voicesti,115596,0,0,0,0,0,0,0,0
75917,Certesti,3933,0,0,0,0,0,0,0,0
18581,Sapata,1071864,0,0,0,0,0,0,0,0
149655,Ostra,0,0,3336811,0,0,0,0,0,0
67737,I. L. Caragiale,2062533,0,94172,0,0,1925069,0,0,0
108696,Ruscova,284422,0,353369,0,0,0,0,530131,0
133278,Fantanele,874284,0,0,0,0,0,0,0,0
100521,Municipiul Giurgiu,2.14E+07,1.04E+08,1.66E+07,1.22E+07,5210741,7.47E+07,7013481,1.91E+07,7.29E+07
34985,Teaca,1.61E+07,0,2657556,0,0,0,0,2239972,0
108712,Satulung,1065399,2806242,8.91E+07,0,6500,0,0,0,0
125098,Dochia,12129,0,787763,0,0,0,0,0,0
166057,Stefan Cel Mare,0,0,0,0,0,0,0,0,0
43180,Galbenu,957800,0,0,0,0,0,0,0,1530958
174254,Voineasa,541771,0,1.04E+07,0,0,1136863,0,0,0
75953,Corod,1566192,0,0,0,0,0,0,0,0
125105,Ruginoasa,0,0,0,377246,0,0,0,0,0
149682,Panaci,0,0,2398959,0,0,0,0,0,0
10417,Chisindia,0,0,1837939,0,0,0,0,0,0
26804,Municipiul Beius,1.11E+07,3.03E+07,4736233,0,0,1879097,0,1015392,0
84148,Corbu,2021882,0,1346427,0,0,0,0,0,0
51387,Berliste,0,0,0,0,0,0,0,0,0
125114,Ghindaoani,0,0,0,0,0,0,0,0,0
67773,Lucieni,1267399,0,0,0,0,0,0,0,0
59586,Sanpaul,395796,0,0,0,0,0,0,0,0
125123,Valeni,385238,0,0,0,0,0,0,0,0
100549,Slobozia,0,0,0,0,0,0,0,0,0
157898,Nadrag,0,0,1958462,0,0,0,0,26168,0
116938,Ganesti,43118,0,0,0,0,0,0,428561,0
125132,Draganesti,0,0,0,0,0,0,0,0,0
84175,Corund,461662,0,1777719,211697,0,0,0,0,0
133330,Floresti,147715,0,0,0,595018,4.43E+07,0,0,0
174290,Zatreni,0,0,0,0,0,0,0,0,0
125141,Pancesti,0,0,0,0,0,0,0,0,0
10453,Conop,0,0,0,0,0,0,0,0,0
26840,Oras Stei,2.96E+08,1.97E+07,4864760,0,279497,2027285,0,0,0
141535,Horoatu Crasnei,0,0,0,0,0,0,0,0,0
125150,Gadinti,0,0,0,0,0,0,0,0,0
100576,Oras Buftea,3.15E+08,8749747,4.98E+07,785,2888662,0,0,0,100833
157923,Nitchidorf,146381,0,0,0,0,0,0,0,0
76004,Corni,0,0,0,0,0,0,0,103616,0
43242,Gemenele,0,0,0,0,0,0,0,0,0
18670,Schitu Golesti,0,221744,0,0,562557,4.41E+07,0,0,0
35054,Telciu,593808,0,1.83E+07,0,0,0,0,0,0
125169,Negresti,194,0,9378,0,0,0,0,627980,0
116983,Gheorghe Doja,1408323,0,0,0,0,0,0,0,0
51449,Berzasca,0,703606,53258,0,0,0,0,0,0
67835,Ludesti,0,0,0,0,0,0,0,0,0
108794,Sacalaseni,15162,0,188531,23953,0,0,0,530310,0
125178,Boghicea,0,604305,0,0,0,0,0,0,0
149753,Paltinoasa,1861339,0,5110919,0,0,0,0,0,0
166137,Suletea,399539,0,0,0,0,0,0,0,0
26877,Municipiul Marghita,264493,1.05E+08,40834,22937,0,2086584,0,6529250,0
100610,Municipiul Oltenita,2.87E+07,1.68E+07,2314140,4814637,6.25E+07,1.04E+08,0,24403,3372507
2309,Almasu Mare,0,0,2636438,0,0,0,0,0,0
59657,Suatu,277076,0,0,0,0,0,0,0,0
76040,Cosmesti,0,0,0,0,0,0,0,0,0
84237,Danesti,47928,655824,2891034,0,0,0,0,0,0
141580,Ileanda,3575166,0,0,0,0,0,0,0,0
43279,Gradistea,0,0,0,0,0,0,0,0,0
133394,Fulga,873018,0,0,0,0,0,0,0,0
10514,Covasint,0,0,0,0,0,0,0,0,0
35090,Tiha Bargaului,0,0,1.03E+07,0,0,0,2497509,0,0
157969,Ohaba Lunga,0,0,0,0,0,0,0,0,0
149780,Partestii De Jos,0,0,0,0,0,0,0,0,0
100638,Mitreni,19803,0,0,0,0,0,0,0,0
10532,Craiva,415417,0,409344,0,0,0,0,0,0
166182,Tanacu,0,0,124344,0,0,0,0,0,0
26920,Oras Nucet,334183,0,399840,0,0,0,0,0,0
84264,Dealu,3700734,0,1.84E+07,0,0,0,0,0,0
51500,Berzovia,9.16E+07,0,365665,0,0,0,0,0,0
59693,Tritenii De Jos,8526,0,0,0,0,0,0,0,0
43313,Gropeni,0,104314,51728,0,0,0,0,0,0
117042,Ghindari,0,0,2314789,0,0,0,0,0,0
18741,Slobozia,0,0,0,0,0,0,0,0,0
133429,Gherghita,0,0,0,0,0,0,0,0,0
158010,Ortisoara,47195,1.39E+07,251078,478437,0,0,0,0,19607
43331,Oras Ianca,1.12E+08,311200,41600,0,0,0,0,159595,0
67906,Lunguletu,503098,0,0,185389,0,0,0,1999578,20880
100683,Municipiul Urziceni,1.42E+08,2.90E+08,18290,0,0,5966168,9858468,1269591,2.54E+07
108874,Sacel,192413,0,0,0,0,0,0,0,0
149833,Patrauti,0,215575,199691,0,0,0,0,0,0
