Siruta,Localitate,Cifra de afaceri
10701,Dieci,0.0
51662,Brebu Nou,0.0
68048,Matasaru,0.0
149968,Preutesti,232827.0
141786,Letca,0.0
76255,Fartanesti,519474.0
100834,Afumati,352334739.0
43493,Marasu,22024.0
158181,Pischia,6042029.0
59880,Unguras,236603.0
125418,Oras Bals,141049230.0
84460,Galautas,520756.0
133615,Gornet-Cricov,0.0
35312,Urmenis,0.0
109041,Suciu De Sus,4189232.0
51699,Buchin,515532312.0
92658,Municipiul Slobozia,1261998142.0
100852,Alexeni,0.0
18938,Stolnici,289662.0
76282,Foltesti,0.0
100870,Armasesti,0.0
10765,Ususau,150440.0
166413,Todiresti,2295443.0
2577,Avram Iancu,1223151.0
150043,Putna,4471124.0
117275,Grebenisu De Campie,0.0
76317,Frumusita,584423.0
92701,Municipiul Fetesti,22109673.0
27169,Abramut,831952.0
68128,Mogosani,0.0
125472,Municipiul Caracal,256884178.0
158243,Racovita,91946.0
59942,Vad,1082218.0
51751,Bucosnita,0.0
109096,Sisesti,574951.0
43563,Maxineni,21004196.0
125490,Draghiceni,0.0
150070,Radaseni,62250.0
100923,Axintele,0.0
133688,Gura Vadului,36886054.0
141884,Lozna,0.0
19007,Suseni,273315.0
76353,Fundeni,345226.0
117319,Gurghiu,13416763.0
10827,Felnac,1560039.0
27212,Auseu,2016454.0
84558,Joseni,33487286.0
68182,Moroeni,1260445.0
133722,Iordacheanu,27700.0
51804,Carasova,562204.0
92765,Oras Tandarei,88598628.0
150114,Rasca,15354070.0
35429,Zagra,360748.0
125542,Oras Corabia,6004489.0
100969,Balotesti,105704489.0
158314,Oras Recas,130931312.0
43625,Mircea Voda,17594.0
92783,Albesti,72974.0
84594,Lazarea,6135764.0
76406,Ghidigeni,11160.0
10872,Ghioroc,13026217.0
141946,Marca,0.0
109176,Oras Somcuta Mare,18810598.0
60026,Valea Ierii,31810.0
51840,Carbunari,0.0
166529,Tutova,37540.0
43652,Movila Miresii,4405391.0
101001,Baneasa,35288.0
84629,Lueta,6604420.0
27285,Avram Iancu,1430461.0
125588,Garcov,30104.0
174744,Municipiul Focsani,774419488.0
68253,Morteni,0.0
60062,Viisoara,2865951.0
150178,Sadova,20622286.0
133795,Izvoarele,15500476.0
10916,Graniceri,0.0
51877,Constantin Daicoviciu,12262553.0
92836,Oras Amara,8103817.0
19114,Stefan Cel Mare,14833645.0
84656,Lunca De Jos,26568908.0
43698,Racovita,0.0
117426,Hodac,11687509.0
142006,Maeriste,444096.0
150196,Satu Mare,2708338.0
125622,Oras Draganesti-Olt,309463.0
68280,Nucet,3247624.0
158396,Remetea Mare,153198952.0
174780,Campineanca,721656.0
10943,Gurahont,9454733.0
27329,Balc,0.0
101056,Barcanesti,0.0
60099,Vultureni,33865.0
19141,Suici,393991.0
92872,Andrasesti,0.0
150221,Siminicea,0.0
76497,Gohor,2668251.0
109265,Oras Ulmeni,7793702.0
43732,Ramnicelu,156489.0
101083,Belciugatele,30401185.0
125659,Babiciu,0.0
68324,Ocnita,0.0
133866,Jugureni,60000.0
92907,Balaciu,0.0
174824,Golesti,8529381.0
51948,Ciclova Romana,1534814.0
125677,Baldovinesti,3838355.0
166636,Valeni,139456050.0
150258,Slatina,24956936.0
158449,Sacosu Turcesc,2859258.0
27383,Batar,144228.0
68342,Odobesti,0.0
142079,Mesesenii De Jos,7100252.0
117505,Hodosa,17596.0
60169,Negreni,2000.0
43787,Romanu,357976.0
19212,Teiu,7640.0
174860,Municipiul Adjud,233758801.0
76558,Grivita,0.0
51984,Ciuchici,0.0
166672,Vetrisoaia,284328.0
84754,Lunca De Sus,13665431.0
150294,Straja,1874719.0
101145,Berceni,7033345.0
133919,Lapos,0.0
92961,Borcea,1518228.0
43812,Rosiori,246701.0
150310,Stroiesti,1000.0
76585,Independenta,1812.0
142122,Mirsid,338770.0
101163,Bolintin-Deal,1612268.0
109354,Valea Chioarului,201444.0
27436,Biharia,16570284.0
117550,Ibanesti,40451304.0
19249,Tigveni,22981116.0
166707,Viisoara,0.0
11058,Halmagiu,280866.0
68404,Pietrosita,325800.0
76601,Ivesti,34438.0
92989,Bordusani,123431.0
125757,Barasti,0.0
158528,Satchinez,106340907.0
52035,Ciudanovita,0.0
101190,Oras Bolintin-Vale,17514603.0
174922,Oras Marasesti,24473105.0
68431,Poiana,0.0
133964,Lipanesti,4920050.0
150356,Stulpicani,16629475.0
84825,Lupeni,105107055.0
43867,Salcia Tudor,1500.0
93021,Bucu,20713396.0
52062,Copacele,0.0
76638,Jorasti,0.0
2915,Oras Baia De Aries,11476847.0
142177,Napradea,69689.0
158564,Sacalaz,20190069.0
109425,Vima Mica,170790.0
166770,Vinderei,86400.0
27506,Boianu Mare,0.0
68468,Potlogi,85145.0
101243,Brazii,0.0
134014,Magurele,7834766.0
76674,Liesti,31093786.0
19338,Titesti,400297263.0
93067,Oras Cazanesti,478856.0
150418,Sucevita,37705813.0
158608,Secas,0.0
35731,Municipiul Botosani,1329805834.0
52115,Cornea,2504326.0
76692,Matca,68239.0
125846,Barza,0.0
43929,Scortaru Nou,0.0
93085,Ciocanesti,709819.0
142239,Nusfalau,143324281.0
134050,Magureni,68424748.0
117667,Iclanzel,1199883.0
11174,Halmagel,0.0
27560,Borod,4342001.0
175019,Oras Odobesti,104661834.0
2988,Berghin,8580.0
93101,Ciochina,1062836.0
35759,Curtesti,1489387.0
76718,Mastacani,0.0
150445,Saru Dornei,40307992.0
68529,Produlesti,0.0
125873,Bobicesti,0.0
101298,Branesti,501178210.0
84923,Martinis,1610943.0
158653,Sanandrei,20011944.0
19392,Uda,53312.0
52160,Cornereva,0.0
109504,Viseu De Jos,2631889.0
76745,Movileni,0.0
175055,Oras Panciu,51293898.0
142284,Pericei,7884163.0
134096,Maneciu,25039030.0
68565,Pucheni,0.0
166869,Voinesti,0.0
43992,Silistea,0.0
76763,Namoloasa,0.0
101341,Brezoaele,0.0
3039,Bistra,1881530.0
11236,Hasmas,74393.0
93156,Ciulnita,14320901.0
158699,Sanmihaiu Roman,55939513.0
27631,Bors,1063314913.0
150524,Todiresti,286140.0
35839,Rachiti,94885268.0
60419,Municipiul Constanta,1889566811.0
101378,Bucsani,0.0
142337,Plopis,0.0
76807,Nicoresti,789543.0
125962,Brastavatu,1310.0
158733,Sanpetru Mare,0.0
68627,Oras Racari,8917929.0
175126,Andreiasu De Jos,1327688.0
117783,Ideciu De Jos,1310832.0
93209,Cocora,0.0
44060,Stancuta,672402.0
27686,Bratca,991724.0
60455,Oras Eforie,8979912.0
142373,Poiana Blenchii,0.0
11307,Ignesti,4274.0
35884,Stauceni,1272651.0
125999,Brebeni,1291187.0
134194,Manesti,870782.0
93236,Cosambesti,17099.0
158779,Sag,2198435.0
150588,Udesti,298222.0
85056,Meresti,11802.0
60482,Municipiul Mangalia,1076080295.0
117827,Oras Iernut,4371158.0
126022,Brancoveni,3038971.0
166985,Vulturesti,0.0
44113,Surdila-Gaiseanca,416597.0
101458,Oras Budesti,49188005.0
85074,Mihaileni,103525.0
158804,Stiuca,1116664.0
11352,Iratosu,726487.0
142426,Romanasi,292206.0
60507,Oras Navodari,401170355.0
93281,Cuza Voda,55617.0
175206,Balesti,0.0
19560,Ungheni,0.0
35946,Oras Darabani,93458974.0
44140,Sutesti,204436.0
27757,Brusturi,41363.0
68716,Runcu,0.0
60534,Oras Techirghiol,1052775.0
167035,Vutcani,73199.0
175224,Barsesti,2738161.0
126077,Bucinisu,595930.0
76932,Oancea,0.0
11398,Macea,1185042.0
85127,Mugeni,5852257.0
158859,Teremia Mare,499549.0
93325,Dichiseni,0.0
101519,Bulbucata,203104.0
44177,Tichilesti,0.0
126102,Cezieni,157417.0
60570,Agigea,14412511.0
167071,Zapodeni,18910.0
175260,Boghesti,0.0
11423,Misca,344300.0
142499,Rus,121915.0
117925,Livezeni,18254101.0
36006,Municipiul Dorohoi,91435856.0
76969,Pechea,19275267.0
44202,Traian,3367239.0
150702,Ulma,95854.0
158895,Tomesti,4270326.0
19631,Valea Danului,1915473.0
68789,Salcioara,173628.0
60598,23 August,4195563.0
93370,Dor Marunt,1051002.0
101564,Butimanu,0.0
134336,Pacureti,69341.0
76996,Piscu,1199549.0
126148,Cilieni,0.0
27846,Budureasa,5512694.0
109773,Municipiul Drobeta-Turnu Severin,421512404.0
142550,Salatig,0.0
11478,Moneasa,3770465.0
126166,Carlogani,178403.0
60632,Limanu,25116148.0
36060,Oras Saveni,8813960.0
44257,Tudor Vladimirescu,406483.0
77028,Priponesti,448543.0
150766,Vadu Moldovei,3877207.0
11502,Olari,1791462.0
19695,Valea Iasului,4445906.0
117998,Lunca,2254174.0
101617,Buturugeni,88485.0
134390,Plopu,700667.0
158966,Topolovatu Mare,283622.0
85243,Ocland,1056843.0
93441,Dorobantu,34500.0
109826,Simian,838939.0
27908,Buduslau,0.0
167179,Zorleni,881867.0
175368,Bolotesti,2585625.0
44300,Tufesti,0.0
60687,Oras Ovidiu,27076001.0
11539,Paulis,32496290.0
126228,Colonesti,0.0
68887,Selaru,0.0
142612,Sag,12650.0
77082,Rediu,12751646.0
27935,Bulz,1335655.0
101662,Calugareni,1608217.0
36131,Albesti,0.0
44328,Ulmu,504094.0
85289,Plaiesii De Jos,32745.0
134443,Podenii Noi,1625.0
118058,Lunca Bradului,6868362.0
93487,Dragalina,615782.0
60721,Tuzla,999496.0
167222,Ibanesti,0.0
68921,Tatarani,5404988.0
159035,Tormac,2511878.0
167231,Fruntiseni,0.0
11584,Oras Pecica,54634247.0
27971,Buntesti,9603039.0
44355,Unirea,0.0
3397,Blandiana,60375.0
77126,Scanteiesti,0.0
167240,Rafaila,0.0
175439,Bordesti,256631.0
118094,Magherani,209355.0
19793,Vedea,110922.0
142676,Sanmihaiu Almasului,0.0
167259,Pogonesti,0.0
52570,Dalboset,0.0
85341,Praid,14514603.0
101724,Cascioarele,3550.0
159071,Traian Vuia,2921144.0
77153,Schela,1675945.0
93539,Dragos Voda,0.0
109924,Oras Baia De Arama,7387449.0
167268,Ciocani,0.0
44391,Vadeni,8278461.0
60776,Oras Cernavoda,32819649.0
175466,Brosteni,2742390.0
150891,Valea Moldovei,805981.0
36202,Avrameni,3140.0
101742,Cernica,46553019.0
167277,Cozmesti,0.0
68976,Uliesti,0.0
142710,Somes-Odorhei,2263842.0
167286,Dodesti,448832.0
11637,Peregu Mare,0.0
126326,Corbu,1956321.0
77180,Slobozia Conachi,1003891.0
167295,Feresti,117980.0
60801,Oras Harsova,74681589.0
3459,Bucium,142296.0
167302,Muntenii De Sus,399016.0
93575,Facaeni,4887436.0
167311,Pochidia,93506.0
11664,Petris,0.0
44435,Victoria,0.0
150935,Vama,24124934.0
175509,Chiojdeni,0.0
167320,Puscasi,8295.0
134559,Poienarii Burchii,397319.0
93600,Gheorghe Doja,392758.0
159142,Uivar,1032781.0
85412,Remetea,16360541.0
77224,Smardan,38686465.0
52650,Doclin,2151368.0
28077,Cabesti,1171581.0
101804,Chirnogi,203214.0
126380,Coteana,0.0
44462,Visani,227917.0
60847,Municipiul Medgidia,42074449.0
142774,Surduc,12278337.0
93628,Gheorghe Lazar,26404458.0
101822,Chiselet,19311.0
118209,Mica,0.0
69063,Valea Lunga,0.0
150980,Vatra Moldovitei,12320035.0
126406,Crampoia,9743540.0
110027,Obarsia-Closani,25236.0
36300,Baluseni,1374307.0
77260,Smulti,0.0
93646,Giurgeni,1783.0
101840,Ciocanesti,153011.0
60883,Adamclisi,0.0
11735,Pilu,0.0
52696,Dognecea,0.0
44505,Viziru,0.0
85467,Sacel,0.0
126433,Curtisoara,7029015.0
93664,Gradistea,158043.0
175590,Ciorasti,4158792.0
77288,Suceveni,0.0
28139,Capalna,0.0
151022,Veresti,126938.0
110063,Municipiul Orsova,52018477.0
159213,Varias,779531.0
52721,Domasnea,0.0
11762,Plescuta,0.0
44532,Zavoaia,1754.0
134648,Posesti,53820.0
77313,Tudor Vladimirescu,28017654.0
142854,Samsud,0.0
118281,Oras Miercurea Nirajului,10480679.0
101902,Ciolpani,12302909.0
44560,Cazasu,1446683.0
60945,Albesti,13785.0
77331,Tulucesti,5012502.0
93717,Grindu,16995.0
36373,Braesti,0.0
52758,Ezeris,5433293.0
85528,Sarmas,29396934.0
159259,Victor Vlad Delamarina,1019938.0
19999,Vladesti,5181037.0
28193,Carpinet,70250.0
142881,Sarmasag,64728995.0
110116,Oras Strehaia,533900.0
93735,Grivita,19248.0
126503,Cungrea,215274.0
151077,Vicovu De Jos,12251980.0
52785,Farliug,15085.0
69170,Valea Mare,0.0
167473,Municipiul Ramnicu Valcea,2881161478.0
175670,Campuri,2658239.0
151095,Oras Vicovu De Sus,103359112.0
77377,Tepu,3490188.0
11842,Savarsin,0.0
101957,Ciorogarla,1268100.0
36426,Broscauti,0.0
93771,Independenta,0.0
61005,Aliman,0.0
85582,Secuieni,390477.0
20048,Raca,439247.0
151120,Volovat,5721485.0
28246,Cefa,18020480.0
20055,Vulturesti,5506.0
77402,Umbraresti,0.0
20063,Bughea De Sus,0.0
101984,Clejani,0.0
134755,Predeal-Sarari,0.0
118370,Mihesu De Campie,95460.0
36453,Oras Bucecea,834406.0
159339,Voiteg,6624514.0
142952,Valcau De Jos,826156.0
93815,Jegalia,77626.0
175732,Carligele,685104.0
151157,Vulturesti,0.0
52856,Forotic,0.0
126585,Daneasa,0.0
85626,Siculeni,12535390.0
69250,Vacaresti,3120145.0
159366,Birda,179929.0
61069,Oras Baneasa,2361012.0
159375,Checea,0.0
102035,Clinceni,404410265.0
36499,Calarasi,2301783.0
110232,Oras Vanju Mare,10055066.0
93851,Lehliu,0.0
159384,Dudestii Noi,6502023.0
77475,Valea Marului,968.0
159393,Fibis,1202.0
11940,Secusigiu,0.0
175787,Corbita,51595.0
159400,Ghilad,0.0
52909,Garnic,83151.0
28335,Ceica,828443.0
143021,Varsolt,0.0
3761,Cenade,0.0
85680,Sancraieni,102414708.0
36532,Concesti,767339.0
69303,Valeni-Dambovita,906422.0
102071,Colibasi,0.0
126647,Deveselu,291298.0
159419,Gottlob,2742.0
93888,Oras Lehliu Gara,65510859.0
61121,Castelu,157954.0
77509,Varlezi,0.0
118469,Nades,2146140.0
159428,Iecea Mare,0.0
134853,Provita De Jos,0.0
52936,Glimboca,101283.0
151246,Zamostea,8861.0
159437,Parta,452665301.0
69330,Visina,0.0
126674,Dobretu,0.0
159446,Padureni,3624973.0
36569,Copalau,0.0
110296,Bala,153664.0
143067,Zalha,0.0
52954,Goruia,0.0
11995,Seleus,698283.0
102106,Comana,73118276.0
167641,Oras Baile Govora,1338759.0
3805,Cergau,0.0
159455,Saravale,0.0
77536,Vladesti,0.0
93931,Lupsanu,0.0
159464,Sandra,856412.0
118511,Neaua,0.0
61167,Cerchezu,0.0
134899,Provita De Sus,1186487.0
159473,Tomnatic,3404976.0
77561,Radesti,0.0
159482,Valcani,74345.0
52990,Gradinari,0.0
28415,Cetariu,4742643.0
126718,Dobrosloveni,69716.0
3841,Ceru-Bacainti,0.0
85760,Sandominic,3225849.0
159491,Livezile,0.0
12037,Semlac,0.0
77579,Negrilesti,0.0
175885,Cotesti,5748944.0
102160,Corbeanca,33903154.0
159507,Pesac,0.0
44818,Municipiul Buzau,4005602307.0
77587,Poiana,0.0
167696,Oras Baile Olanesti,1538759.0
69394,Visinesti,0.0
12055,Sintea Mare,1207894.0
61210,Chirnogeni,34759008.0
77595,Cuza Voda,0.0
134942,Puchenii Mari,3104855.0
85788,Sanmartin,6586964.0
159516,Bucovat,0.0
53023,Iablanita,3284451.0
77601,Suhurlui,0.0
159525,Otelec,138590.0
36649,Cordareni,19785.0
143147,Zimbor,0.0
93995,Mihail Kogalniceanu,1622118.0
44845,Municipiul Ramnicu Sarat,276943109.0
118575,Ogra,593267.0
151344,Zvoristea,2894860.0
126772,Dobroteasa,8775985.0
12091,Oras Santana,9478276.0
44863,Amaru,0.0
175938,Dumbraveni,141600.0
36676,Corlateni,0.0
102213,Cornetu,9353998.0
69447,Varfuri,0.0
61256,Ciobanu,0.0
20297,Municipiul Bacau,1641389758.0
53069,Lapusnicel,543589.0
28497,Cherechiu,1193545.0
85840,Sansimion,4581625.0
20313,Hemeius,61761234.0
94045,Milosesti,6337.0
12126,Socodor,26279090.0
102240,Cosereni,5008089.0
61283,Ciocarlia,0.0
126825,Dobrun,0.0
118637,Papiu Ilarian,0.0
175983,Dumitresti,3043721.0
135020,Rafov,1139543.0
53103,Lapusnicu Mare,0.0
12144,Sagu,2980624.0
167794,Oras Brezoi,2850895.0
28530,Chislaz,4184656.0
85877,Subcetate,8960065.0
3958,Cetatea De Balta,0.0
110456,Balta,0.0
159614,Municipiul Tulcea,1524329562.0
94081,Movila,0.0
44934,Balta Alba,739.0
61318,Cobadin,2175584.0
20359,Letea Veche,8009347.0
53130,Luncavita,63620.0
151433,Comanesti,4426753.0
102286,Crevedia,149356.0
151442,Iaslovat,2137775.0
36756,Corni,0.0
69526,Voinesti,21146.0
151451,Ciocanesti,991556.0
94107,Munteni-Buzau,524445.0
159650,Oras Babadag,6713859.0
85920,Suseni,18276513.0
118691,Panet,30193775.0
151460,Serbauti,95787.0
4008,Ciuruleasa,946884.0
94125,Alexandru Odobescu,0.0
12206,Seitin,212.0
53167,Lupac,22183.0
151479,Horodnic De Sus,8231797.0
126905,Fagetelu,1299.0
20411,Magura,51819828.0
61372,Cogealac,72836511.0
44989,Balaceanu,25462.0
12224,Sepreus,321547.0
28610,Ciuhoi,1597541.0
151488,Fantana Mare,11302867.0
159687,Oras Isaccea,5031518.0
110535,Balacita,0.0
36809,Cotusca,1869179.0
45003,Beceni,3048900.0
151497,Cosna,2676661.0
102348,Crevedia Mare,500.0
151503,Capu Campului,335068.0
94161,Perieti,3482490.0
12242,Sicula,28908870.0
53210,Marga,559814.0
135128,Salcia,0.0
151512,Hantesti,73018.0
118753,Pasareni,131116.0
85984,Simonesti,2096787.0
151521,Burla,0.0
167909,Oras Calimanesti,9589527.0
135146,Salciile,1464075.0
151530,Balaceana,10000.0
110571,Bacles,0.0
69615,Vulcana-Bai,305522.0
159730,Oras Macin,90678023.0
20466,Margineni,15527598.0
77812,Municipiul Targu Jiu,2776840005.0
28665,Ciumeghiu,45396.0
135164,Scorteni,1250090.0
53247,Maureni,0.0
151549,Hartop,24385.0
12288,Silindia,152937.0
126978,Falcoiu,0.0
151558,Voitinel,10989.0
4106,Calnic,0.0
61452,Comana,0.0
151567,Ciprian Porumbescu,40991.0
94223,Perisoru,0.0
118799,Petelea,8835983.0
102419,Curcani,0.0
176150,Fitionesti,0.0
159767,Oras Sulina,1540616.0
53274,Mehadia,8884712.0
151576,Berchisesti,53841.0
151585,Poieni-Solca,0.0
28709,Campani,10806504.0
118824,Pogaceaua,874528.0
127019,Farcasele,1371300.0
36907,Cristesti,0.0
159785,Baia,1549230.0
45101,Berca,9149659.0
4142,Cricau,6891530.0
102446,Daia,211475.0
167981,Municipiul Dragasani,225654785.0
12340,Simand,40010.0
135226,Secaria,482033.0
94269,Reviga,29085.0
102473,Dascalu,12306449.0
61513,Corbu,255771.0
135244,Sangeru,0.0
53327,Mehadica,144929.0
12368,Siria,4504915.0
20563,Municipiul Onesti,574865502.0
176212,Garoafa,66889.0
77910,Balesti,152028.0
36952,Cristinesti,0.0
143450,Municipiul Sibiu,6049531544.0
127064,Ganeasa,177094.0
28763,Cociuba Mare,33317.0
4188,Craciunelu De Jos,1075.0
53345,Naidas,0.0
110688,Balvanesti,0.0
159847,Beidaud,0.0
94312,Roseti,13420056.0
168041,Oras Horezu,21519746.0
12402,Sistarovat,500.0
86133,Tulghes,9203067.0
61559,Crucea,1178376.0
94330,Salcioara,0.0
53372,Obreja,5636979.0
102525,Darasti-Ilfov,1130961.0
143487,Cristian,20565132.0
20607,Gura Vaii,0.0
151683,Municipiul Turnu Magurele,235330658.0
159883,C.a. Rosetti,0.0
143502,Poplaca,22605905.0
102543,1 Decembrie,61858544.0
4240,Daia Romana,3980469.0
28816,Copacel,2627236.0
135315,Starchiojd,22372787.0
118931,Rastolita,864617.0
37011,Dersca,312648.0
110740,Breznita-Motru,129987.0
127126,Giuvarasti,0.0
151709,Ciuperceni,12453.0
143520,Rasinari,4257361.0
12457,Taut,210517.0
94376,Saveni,53839.0
127144,Gostavatu,940102.0
102570,Domnesti,84434016.0
4268,Dostat,0.0
86188,Tusnad,38395511.0
176301,Gugesti,4371122.0
53425,Paltinis,0.0
61620,Cumpana,12882211.0
151736,Islaz,84580.0
45245,Bisoca,0.0
20670,Stefan Cel Mare,0.0
168130,Oras Ocnele Mari,0.0
37057,Dangeni,17145.0
78016,Dragutesti,10802.0
127171,Gradinari,975.0
143557,Selimbar,223773595.0
159945,Carcaliu,1625064.0
102605,Dragomiresti-Vale,173437049.0
4302,Farau,0.0
86222,Ulies,860204.0
176338,Gura Calitei,901349.0
151763,Lita,185267.0
118995,Raciu,255482.0
28889,Cristioru De Jos,33500.0
159963,Casimcea,98285.0
94429,Scanteia,0.0
12509,Tarnova,289506.0
110820,Breznita-Ocol,24552.0
61675,Deleni,0.0
37100,Dobarceni,0.0
151790,Municipiul Alexandria,373317166.0
135404,Surani,28527.0
102641,Dragoesti,302161.0
53489,Coronini,693887.0
94456,Sfantu Gheorghe,0.0
127224,Grojdibodu,0.0
143619,Municipiul Medias,633258341.0
135431,Sirna,84160.0
78089,Turcinesti,2142883.0
53513,Pojejena,0.0
151816,Nanov,42130350.0
28941,Curatele,171921.0
69900,Municipiul Craiova,7220971871.0
4366,Galda De Jos,538816338.0
127251,Ianca,823838.0
45334,Blajani,0.0
151834,Poroschia,5312240.0
110875,Brosteni,105044.0
12572,Varadia De Mures,0.0
143646,Tarnava,5855187.0
94492,Stelnica,0.0
86311,Varsag,8097576.0
168229,Alunu,10285195.0
61737,Dobromir,189442.0
20778,Oras Buhusi,157236745.0
160047,Ceatalchioi,0.0
102703,Dridu,1239769.0
45361,Boldu,0.0
37173,Draguseni,4000.0
127288,Iancu Jianu,418509.0
78141,Municipiul Motru,106484372.0
151870,Municipiul Rosiori De Vede,51481514.0
176445,Homocea,1418362.0
143682,Oras Agnita,63013268.0
86339,Voslabeni,2790509.0
94535,Suditi,0.0
29001,Curtuiseni,1920803.0
53577,Prigor,11985370.0
45389,Bozioru,0.0
69964,Bucovat,2865322.0
135501,Soimari,25041.0
20821,Oras Comanesti,289473208.0
127322,Icoana,0.0
102749,Oras Fierbinti-Targ,250342.0
160092,Ceamurlia De Jos,0.0
86366,Zetea,53046211.0
37217,Durnesti,0.0
12643,Vinga,14219692.0
94562,Stefan Cel Mare,90448.0
110946,Burila Mare,0.0
151905,Oras Videle,6367622.0
29038,Derna,2546293.0
61808,Garliciu,0.0
119153,Rusii-Munti,1912131.0
94580,Stefan Voda,56147.0
143735,Oras Cisnadie,365415158.0
168309,Amarasti,0.0
176506,Jaristea,11467619.0
135547,Sotrile,800544.0
160127,Cerna,3415.0
151932,Crevenicu,0.0
4482,Garbova,380000.0
61826,Ghindaresti,88353.0
53639,Ramna,571068.0
127368,Izbiceni,1526241.0
102794,Floresti-Stoenesti,1933503.0
20876,Municipiul Moinesti,27497654.0
94606,Ulmu,10923.0
12689,Varfurile,1764460.0
143771,Oras Copsa Mica,50766004.0
127386,Izvoarele,0.0
111006,Butoiesti,1199128.0
37280,Oras Flamanzi,5343798.0
29092,Diosig,11264978.0
176551,Jitia,0.0
86438,Madaras,31291327.0
119206,Saschiz,4987831.0
151978,Oras Zimnicea,385137796.0
53675,Racasdia,0.0
4525,Garda De Sus,785836.0
20910,Oras Slanic-Moldova,702923.0
160172,Chilia Veche,0.0
61871,Independenta,490664.0
86446,Cozmeni,191722.0
127411,Leleasca,0.0
78258,Oras Novaci,6133866.0
86453,Tomesti,0.0
168372,Oras Babeni,1296474.0
102838,Frasinet,0.0
45496,Bradeanu,351968.0
94651,Unirea,165284.0
86461,Ciceu,321478.0
143806,Oras Dumbraveni,9793401.0
151996,Balaci,0.0
135618,Stefesti,1839879.0
53700,Eftimie Murgu,368849.0
119242,Oras Sarmasu,15726504.0
37324,Frumusica,3303548.0
86479,Leliceni,3939080.0
70094,Isalnita,7890648.0
86487,Porumbeni,6331051.0
86495,Racu,322374.0
70110,Podari,10503001.0
53728,Rusca Montana,170656.0
94688,Valea Ciorii,0.0
29154,Dobresti,1660244.0
45539,Braesti,78025.0
160225,Ciucurova,0.0
86501,Satu Mare,8911192.0
135654,Talea,0.0
152038,Babaita,15330.0
20965,Oras Targu Ocna,36768736.0
176613,Maicanesti,968367.0
143851,Oras Ocna Sibiului,3423963.0
12778,Zabrani,31714.0
86519,Santimbru,870594.0
78329,Oras Targu Carbunesti,18179318.0
111097,Cazanesti,33882.0
53755,Sacu,0.0
102909,Fratesti,2247268.0
61951,Ion Corvin,3041769.0
135681,Tataru,0.0
127493,Maruntei,284960.0
168452,Oras Balcesti,1792754.0
160261,Crisan,0.0
94731,Valcelele,845950.0
12812,Zarand,4989046.0
21007,Agas,1075607.0
152083,Blejesti,30309.0
143888,Altina,0.0
37397,George Enescu,0.0
53791,Sasca Montana,291969.0
70174,Simnicu De Sus,12617753.0
102945,Frumusani,7472603.0
119331,Oras Sangeorgiu De Padure,21826977.0
176686,Mera,205040.0
135725,Teisani,1000461.0
143922,Apoldu De Jos,0.0
12849,Zerind,0.0
94768,Vlad Tepes,0.0
127536,Mihaesti,0.0
45619,Breaza,30588.0
160305,Daeni,0.0
29243,Draganesti,368945499.0
152127,Bogdana,0.0
160323,Dorobantu,6485365.0
62020,Istria,0.0
94795,Vladeni,0.0
127563,Milcov,0.0
12876,Zimandu Nou,532297063.0
37459,Gorbanesti,0.0
143959,Arpasu De Jos,12964530.0
119386,Sanger,6530.0
53853,Sichevita,230258.0
4703,Hoparta,44742.0
103014,Fundeni,0.0
45673,Buda,0.0
62057,Lipnita,0.0
21098,Ardeoani,10723237.0
168559,Barbatesti,2488868.0
152172,Botoroaga,370867.0
176748,Milcovul,2368093.0
135789,Telega,357004.0
12912,Dorobanti,461645.0
111220,Ciresu,0.0
78454,Oras Ticleni,526877.0
12920,Frumuseni,618365.0
103032,Oras Fundulea,37378312.0
143995,Atel,0.0
160387,Frecatei,11004620.0
21123,Asau,3168140.0
127625,Morunglav,236707.0
78472,Albeni,1173594.0
12938,Zadareni,203766.0
168602,Oras Berbesti,15492.0
176793,Movilita,2042281.0
29341,Dragesti,688978.0
86687,Municipiul Deva,352834039.0
4767,Horea,3274351.0
135850,Tinosu,0.0
152234,Bragadiru,18011.0
111275,Corcova,3461848.0
37547,Havarna,141089.0
119466,Sanpaul,248510117.0
160430,Greci,9392777.0
70316,Municipiul Bailesti,17307373.0
103087,Gaiseni,0.0
144054,Oras Avrig,39560841.0
45753,Calvini,798570.0
62137,Mereni,2470281.0
152252,Branceni,0.0
127689,Movileni,50054.0
160458,Grindu,0.0
21196,Balcani,295025.0
152270,Bujoreni,427256.0
78542,Alimpesti,1172214.0
70352,Municipiul Calafat,44586207.0
176855,Nanesti,8613963.0
135896,Tomsani,27952.0
29403,Finis,510842.0
103130,Ganeasa,20673493.0
86749,Carjiti,0.0
160476,Hamcearca,0.0
168675,Berislavesti,19724691.0
127714,Nicolae Titulescu,0.0
119527,Sanpetru De Campie,882800.0
62191,Mihail Kogalniceanu,4647783.0
37618,Hanesti,0.0
144116,Axente Sever,9687101.0
45815,C.a. Rosetti,229831.0
152314,Bujoru,31149.0
176891,Naruja,1962006.0
21249,Beresti-Bistrita,30275044.0
127750,Obarsia,0.0
78604,Aninoasa,674587.0
152332,Buzescu,998668.0
70414,Oras Filiasi,2487133.0
135949,Valea Calugareasca,7026769.0
160528,Horia,0.0
144152,Bazna,1413962.0
29467,Girisu De Cris,35811.0
103194,Gaujani,15174.0
