Siruta,Localitate,CF/Loc
11398,Macea,165.37008093776166
104546,Peris,165.2322340278736
146931,Oras Milisauti,164.9967069154775
98685,Raducaneni,163.08499134948096
35269,Uriu,162.9493943472409
64719,Poian,162.79469825155104
5167,Livezile,162.29110936270652
173533,Stroesti,162.13002535313294
115183,Apold,161.05098529871753
19141,Suici,160.74704202366382
61871,Independenta,160.45258338783518
34850,Sieut,160.3032817804602
144795,Loamnes,159.68561643835616
98998,Scobinti,159.43621184450822
14352,Beleti-Negresti,158.47816826411076
58393,Manastireni,157.944099378882
169253,Costesti,156.8933868974042
147580,Calafindesti,156.30147551978538
172812,Runcu,156.05882352941177
72007,Oras Dabuleni,155.5387078236598
21855,Cleja,155.40128008904966
171539,Muereasca,154.98783269961976
93370,Dor Marunt,154.35482449698927
118094,Magherani,154.27781871775977
36453,Oras Bucecea,154.0062753783684
10373,Cermei,153.53321167883212
40633,Bran,153.3834274952919
84380,Darjiu,153.14312441534145
124563,Tasca,153.09916094584287
33337,Ilva Mare,152.77619047619046
98220,Motca,152.207991242474
144991,Micasasa,149.91395452518947
94107,Munteni-Buzau,149.4145299145299
142006,Maeriste,149.0255033557047
93600,Gheorghe Doja,148.8847611827142
101519,Bulbucata,148.5764447695684
139394,Viile Satu Mare,148.34
146012,Alma,147.86377396569122
122463,Dulcesti,146.01518602885346
23975,Palanca,144.77752161383285
175439,Bordesti,144.74393683023123
111550,Darvari,144.3831990794016
160617,Jijila,144.244468047442
148293,Dornesti,143.57190082644627
63125,Valu Lui Traian,143.2308110311099
147134,Bosanci,142.2455420141116
45496,Bradeanu,141.9798305768455
136198,Valcanesti,141.3516254876463
71698,Cerat,141.14521136852161
63045,Topalu,141.1272026431718
107154,Baiut,141.0902348578492
142122,Mirsid,140.7436643124221
60721,Tuzla,140.47730147575544
29403,Finis,140.07183986838498
7044,Salistea,138.75870858113848
85582,Secuieni,138.46702127659574
168372,Oras Babeni,137.95211747180252
82733,Urdari,136.42771274913002
173132,Stanesti,136.38039867109634
20910,Oras Slanic-Moldova,135.9881988779261
70414,Oras Filiasi,134.8843755084332
111916,Greci,134.87347931873478
164936,Muntenii De Jos,134.67119120056168
151503,Capu Campului,134.6195259140217
154415,Stejaru,134.18973214285714
7348,Sancel,133.65741768405476
93067,Oras Cazanesti,133.609375
44328,Ulmu,132.6563157894737
139107,Tiream,131.97855670103093
15983,Cotmeana,131.548167539267
60534,Oras Techirghiol,130.35846953937593
146799,Adancata,130.06291618828934
163208,Cretesti,130.02959240647684
63318,Saligny,129.7634691195795
116938,Ganesti,129.54655314474044
75338,Oras Beresti,129.35252643948297
43019,Ciresu,128.5738341968912
80677,Lelesti,128.20751445086705
38982,Suharau,127.94269401564813
96423,Costuleni,127.8915728296404
31841,Tulca,127.54448919809593
12457,Taut,126.43663663663663
74867,Carna,126.31381055676067
177600,Sihlea,124.99531396438613
88644,Bretea Romana,124.34476661951909
163903,Gagesti,123.50997008973081
23387,Magiresti,122.84872793949117
41701,Racos,122.54571428571428
179613,Sieu,122.48143459915612
159213,Varias,122.26019447929737
137229,Calinesti-Oas,120.97703386531724
108598,Repedea,120.60076582023378
47079,Gura Teghii,119.9346198156682
39328,Trusesti,119.55517613227893
144303,Blajel,118.63988463123198
62903,Seimeni,118.20797848498431
145667,Seica Mare,118.17857142857143
129914,Vitomiresti,117.35331695331695
33765,Mariselu,117.12665112665113
6468,Posaga,116.7549295774648
109425,Vima Mica,116.42126789366053
41471,Moieciu,116.38527397260275
115236,Atintis,115.50792644261256
23350,Luizi-Calugara,115.11135982092893
161384,Topolog,115.01321116556574
86461,Ciceu,114.93671791204862
156767,Dumbrava,114.9355883411299
157530,Lovrin,114.91394799054373
79157,Borascu,114.66087997605507
103997,Joita,114.65753424657534
111863,Gogosu,114.51370510396976
112245,Eselnita,113.730967964175
54617,Zavoi,113.30171373400917
33177,Cosbuc,112.60029498525074
142499,Rus,112.46771217712177
158966,Topolovatu Mare,111.79424517146235
133866,Jugureni,111.11111111111111
12224,Sepreus,110.61128310973513
126503,Cungrea,109.55419847328244
9019,Cut,109.40425531914893
115076,Adamus,109.29620388522545
107485,Botiza,109.28841698841698
78454,Oras Ticleni,109.17467882304186
120922,Horia,109.10614297363414
53853,Sichevita,107.89971883786316
54485,Valiug,107.8478543563069
145998,Vurpar,107.83778162911612
71634,Celaru,107.66741775574583
14922,Bughea De Jos,107.00389231268245
100736,Manasia,106.3954283272805
10765,Ususau,105.94366197183099
179640,Vulcana-Pandele,105.8082405780121
136278,Batrani,105.42688121154757
109096,Sisesti,105.36027121128825
76317,Frumusita,104.84804449228561
48842,Puiesti,104.64197530864197
132574,Cerasu,104.55543595263724
179775,Sabareni,103.95823665893272
158859,Teremia Mare,103.31933815925542
49073,Sageata,103.20519262981574
147884,Crucea,102.41313660161828
5577,Metes,102.15531238969291
144713,Jina,102.14478957915831
68404,Pietrosita,101.93992490613266
11058,Halmagiu,101.54229934924078
105605,Ulmeni,101.5350444225074
81576,Runcu,101.19433516915814
161106,Ostrov,100.98049476688868
69615,Vulcana-Bai,100.5668202764977
95747,Aroneanu,100.25314795383001
35429,Zagra,99.95788307010253
45888,Canesti,99.77777777777777
63294,Baraganu,99.7770018621974
164749,Lunca Banului,99.71482075976458
76255,Fartanesti,99.49703122007278
119625,Stanceni,98.9273097826087
136919,Batarci,98.90788790866632
49545,Smeeni,98.43173598553345
74581,Valea Stanciului,98.11960316002205
100308,Draguseni,97.79841374752148
123521,Pipirig,97.38933068257124
123175,Margineni,97.13939706261273
109354,Valea Chioarului,96.9412897016362
37823,Ibanesti,96.89713279678068
37011,Dersca,96.76508820798514
179962,Galbinasi,96.62151829601311
127625,Morunglav,96.57568339453285
127288,Iancu Jianu,96.38622754491018
74956,Talpas,94.8856235107228
39738,Vladeni,94.75601926163723
18938,Stolnici,94.47553816046967
169119,Caineni,94.10023866348449
173793,Susani,93.90316573556797
142426,Romanasi,93.26715608043409
3459,Bucium,93.00392156862745
167302,Muntenii De Sus,92.85920409588084
126102,Cezieni,92.38086854460094
162498,Berezeni,92.37147853118321
44462,Visani,91.97619047619048
10346,Carand,91.8896551724138
79004,Balteni,91.87772585669782
75258,Munteni,91.35161166045974
81861,Scoarta,90.9743756786102
11423,Misca,90.91629257987853
126647,Deveselu,90.69053549190535
110740,Breznita-Motru,90.52019498607243
43812,Rosiori,90.49926632428466
180091,Racsa,90.22963459604425
130124,Vulpeni,89.63479836882647
64238,Chichis,89.30366161616162
167179,Zorleni,89.22167138810198
19007,Suseni,89.11477013368112
166672,Vetrisoaia,89.04729094895083
105972,Vanatorii Mici,88.67650203121659
97777,Madarjac,88.33791044776119
76353,Fundeni,88.31568176004093
138501,Petresti,88.07632398753894
81095,Pades,88.05072022722662
14049,Arefu,87.90543831168831
30416,Pocola,87.8759424263194
163137,Costesti,87.8487423521414
53728,Rusca Montana,87.74087403598972
157923,Nitchidorf,87.18344252531269
159366,Birda,87.13268765133172
25148,Sanduleni,86.82930481283422
137764,Halmeu,86.82790871679761
66474,Bucsani,86.66782056829655
59880,Unguras,86.44610887833394
171931,Otesani,86.30851851851853
47300,Luciu,85.7831873905429
24276,Pargaresti,85.3244407962241
58311,Luna,85.30339236185193
86446,Cozmeni,84.83274336283186
127983,Osica De Sus,84.03989195927696
156106,Boldur,83.50129198966408
153507,Orbeasca,83.43869936034115
156259,Cenad,83.29602962353425
50228,Vintila Voda,83.2764745308311
32811,Caianu Mic,83.09545875810936
66731,Comisani,82.6198649951784
134559,Poienarii Burchii,82.14161670456895
22781,Garleni,81.88560157790927
102446,Daia,81.74526478546579
109826,Simian,81.62473243821755
63189,Tortoman,80.86649350649351
70637,Amarastii De Jos,79.51091234347048
42913,Bordei Verde,79.44362017804154
95872,Belcesti,79.3670314399861
58534,Marisel,78.0852959898154
75711,Branistea,77.68622507449003
41177,Hoghiz,77.2155023923445
149833,Patrauti,77.17264448987177
137675,Dorolt,77.13119960908868
43732,Ramnicelu,77.05022156573116
97438,Halaucesti,76.24060792349727
168755,Boisoara,76.14775323686214
126166,Carlogani,75.98083475298127
99209,Strunga,75.71251966734097
23797,Oituz,75.43474603007677
129763,Valeni,75.04237288135593
159525,Otelec,74.75188781014023
83428,Oras Baile Tusnad,74.19833729216153
108473,Poienile De Sub Munte,73.8273072799922
118753,Pasareni,73.37213206491326
174218,Voicesti,73.34771573604061
55918,Baisoara,73.23409422049538
33881,Milas,72.90186915887851
152172,Botoroaga,72.70476377180945
33015,Chiochis,72.4704081632653
18242,Priboieni,72.18771234428085
49956,Vadu Pasii,71.83930409717932
12938,Zadareni,71.79915433403805
41284,Jibert,71.6274223034735
89856,Ilia,71.61431682090365
16506,Draganu,71.59693094629156
178901,Popesti,71.53115727002967
103764,Ileana,71.32694092174451
18331,Ratesti,71.27545691906005
127493,Maruntei,71.11554779136512
161035,Niculitel,71.01876288659794
151763,Lita,70.90202831993876
62609,Pantelimon,70.61162411732754
31262,Suplacu De Barcau,70.56308975202984
96192,Ciortesti,70.31453311490756
93487,Dragalina,70.31080155286595
28941,Curatele,70.11460032626428
70744,Argetoaia,70.04233958969883
48968,Ramnicelu,70.01797385620915
118995,Raciu,69.95673603504929
49894,Ulmeni,69.45912547528518
39967,Candesti,68.03474535935268
73102,Melinesti,66.37421462679065
154834,Tiganesti,65.26840949910198
178965,Spulber,65.12546399406088
122668,Gheraesti,64.36346125351903
89954,Lapugiu De Jos,64.25578135949544
135789,Telega,64.20935251798561
57546,Dabaca,64.13840830449827
123255,Oniceni,63.74959785522788
112995,Ponoarele,63.72553017944535
3397,Blandiana,63.686708860759495
177762,Soveja,63.636846767050486
112076,Hinova,63.619674402493935
71956,Daneti,63.56233062330623
45815,C.a. Rosetti,62.67548404690483
108204,Ieud,62.59758871701547
116171,Coroisanmartin,62.56550362080316
105142,Slobozia Moara,62.563025210084035
23494,Motoseni,62.290583477758524
177799,Straoane,62.01198910081744
180028,Porumbesti,61.549736247174074
170514,Ionesti,61.3759219605044
166182,Tanacu,59.838306063522616
70520,Afumati,59.55291496472336
94651,Unirea,59.454676258992805
18411,Recea,59.15095702419646
11236,Hasmas,58.623325453112685
67522,Glodeni,58.619375573921026
99879,Tiganasi,58.41463921813267
141081,Fildu De Jos,57.89139941690962
52909,Garnic,57.464409122322046
100754,Adancata,57.06750202101859
81264,Plopsoru,56.95525291828794
92783,Albesti,56.921996879875195
48138,Padina,56.80667153640127
121732,Borlesti,56.28223105902051
88868,Bucuresci,56.208706786171575
56988,Chinteni,56.06768350810295
67407,Dragomiresti,55.52657939669892
108874,Sacel,55.180097505018644
9832,Archis,54.56504854368932
105384,Soldanu,54.4363849078678
167311,Pochidia,54.332364904125505
71126,Bralostita,54.32035209389171
167295,Feresti,54.268629254829804
52936,Glimboca,54.07528029898558
61737,Dobromir,54.0490727532097
102749,Oras Fierbinti-Targ,53.91815636441956
99165,Stolniceni-Prajescu,53.7752768197495
42236,Vistea,53.769473210265645
98603,Prisacani,53.474366359447004
159482,Valcani,53.370423546302945
150524,Todiresti,53.28491620111732
140958,Dobrin,53.27728085867621
34262,Rebra,52.44998194293969
2381,Arieseni,51.87108013937282
107403,Bogdan Voda,51.8024246395806
132681,Ciorani,51.76581247222634
140770,Cristolt,51.75598086124402
76175,Draguseni,51.72876431379252
15493,Ciofrangeni,51.513835674755214
56844,Ceanu Mare,51.31245225362873
116288,Craciunesti,51.09804822043628
156357,Oras Ciacova,50.40238228177927
21454,Barsanesti,50.13104588673006
164393,Ivanesti,50.128635346756155
177557,Ruginesti,49.476722532588454
127064,Ganeasa,49.329805013927576
115575,Bagaciu,49.28895729126587
176686,Mera,49.229291716686674
127812,Oboga,48.98461538461538
179686,Dumitrita,48.9086450030656
129656,Valea Mare,48.8290113452188
17334,Mioarele,48.68519675202998
153936,Salcia,48.09216935181716
71340,Bulzesti,47.99363507779349
104421,Nuci,47.479078014184395
163789,Epureni,47.281731715316496
131835,Gura Vitioarei,47.17858904785397
110116,Oras Strehaia,46.81280140289347
12509,Tarnova,46.67193293567629
92587,Modelu,46.558051727392865
40857,Comana,46.434103481939474
76004,Corni,46.215878679750226
98827,Schitu Duca,46.112730806608354
34397,Salva,45.76792652772872
43313,Gropeni,45.693118594436314
165185,Padureni,45.283959715057726
40704,Bunesti,45.222553033122445
164543,Ivesti,44.85992077781779
17968,Poienarii De Muscel,44.618880093814134
96593,Cozmesti,44.488041594454074
121607,Bodesti,44.404219761855025
43073,Dudesti,44.37724230254351
68789,Salcioara,44.372093023255815
98916,Scanteia,44.29974207811348
23948,Orbeni,44.2791519434629
124803,Tibucani,44.22453928225024
24999,Rosiori,44.13518052057095
44140,Sutesti,43.673574022644736
121796,Botesti,43.60992086469793
124028,Rediu,43.39139231193673
170792,Lapusata,43.20478468899522
73371,Murgasi,42.72865595942519
42753,Oras Faurei,42.57482826300294
34477,Sanmihaiu De Campie,42.56830985915493
66768,Contesti,42.416782246879336
100219,Voinesti,42.36363636363637
33202,Dumitra,42.336878782321655
34645,Sieu,42.2311289245157
64194,Cernat,42.178730788299454
150702,Ulma,42.00438212094654
113849,Vanatori,41.69042663891779
62823,Saraiu,40.783520599250934
61513,Corbu,40.650190718372535
41578,Parau,40.63931469792606
129629,Urzica,40.404137931034484
72221,Dranic,40.3898931799507
110296,Bala,40.24724986904138
178938,Gologanu,39.78346839546191
68002,Manesti,39.73883885801878
79497,Capreni,39.52938365981844
66438,Buciumeni,39.500220750551875
129095,Stoenesti,39.44693701466782
179953,Ciceu- Mihaiesti,39.0746887966805
179873,Agris,38.9676208352886
31921,Uileacu De Beius,38.92120622568093
125061,Zanesti,38.70779749308156
28193,Carpinet,38.283378746594
118370,Mihesu De Campie,38.1687325069972
120316,Voivodeni,38.00221975582686
85074,Mihaileni,37.769062385990516
110875,Brosteni,37.74487962630255
111480,Devesel,37.735481705270224
133090,Dumbrava,37.628520339740724
150588,Udesti,37.41806775407779
4703,Hoparta,37.37844611528822
123674,Podoleni,37.23898392949715
66697,Cojasca,37.227966402460666
72463,Gighera,37.12009718847622
148916,Gramesti,36.717580213903744
46377,Cochirleanca,36.63462936046512
5700,Mihalt,36.531869472400125
167035,Vutcani,36.49002991026919
21196,Balcani,36.30183339485665
63198,Amzacea,35.87627059235892
107083,Asuaju De Sus,35.85271903323263
72034,Desa,35.78922764227642
103693,Iepuresti,34.91502590673575
10649,Dezna,34.911276948590384
74509,Tuglui,34.90512465373961
24631,Poduri,34.729112992270885
64504,Malnas,34.090056285178235
104519,Oinacu,34.07337780473014
60026,Valea Ierii,33.948772678762005
144615,Hoghilag,33.92301358583779
104715,Putineiu,33.09148936170213
93664,Gradistea,33.00125287116308
134336,Pacureti,32.90982439487423
149968,Preutesti,32.73260227752004
159963,Casimcea,32.60948905109489
75515,Barcea,32.53187867533271
61826,Ghindaresti,32.38746334310851
164133,Grivita,31.79945652173913
158243,Racovita,31.749309392265193
175938,Dumbraveni,31.69203222918532
147465,Bunesti,31.63416395810762
45539,Braesti,31.56351132686084
138208,Moftin,31.35858250276855
97063,Focuri,31.045853658536586
31333,Simian,31.00147022788532
66580,Cobia,30.916013071895424
43411,Oras Insuratei,30.721536735838473
19793,Vedea,30.709302325581394
37547,Havarna,30.283107963082205
62397,Oras Negru Voda,30.097649498790183
81380,Polovragi,30.033904484141452
144731,Laslea,29.850346641166627
22834,Glavanesti,29.66430050280982
24837,Rachitoasa,29.569769810552046
67675,Hulubesti,29.457381099444103
180046,Gura Ialomitei,29.293556995806327
151460,Serbauti,29.274755501222494
63286,Costinesti,29.224219489120152
61121,Castelu,29.132054592401328
101840,Ciocanesti,29.1227636086791
179720,Poiana Ilvei,28.717294192724953
97090,Golaiesti,28.39549436795995
175787,Corbita,28.28673245614035
49019,Robeasca,28.26234003656307
156437,Comlosu Mare,28.167825768667644
80043,Danciulesti,28.126459143968873
98051,Miroslovesti,28.052971288671266
82555,Turburea,27.907997169143666
103862,Ion Roata,27.7872
37958,Manoleasa,27.718227179336658
121466,Bargauani,27.559114583333333
94562,Stefan Cel Mare,27.500152021891154
101804,Chirnogi,27.479918864097364
169039,Cernisoara,27.235565193819465
19392,Uda,27.2
80506,Hurezani,27.008474576271187
124723,Trifesti,26.963657910329843
124661,Timisesti,26.952972709551656
160680,Luncavita,26.785697755149272
81415,Prigoria,26.39879959986662
128052,Perieti,26.341463414634145
53130,Luncavita,26.063088897992625
163681,Duda-Epureni,25.743214131839725
125622,Oras Draganesti-Olt,25.732828870779976
102286,Crevedia,25.649321655504036
96110,Butea,25.62144014818245
27383,Batar,25.55421686746988
142177,Napradea,25.203978300180832
28889,Cristioru De Jos,25.01867064973861
163002,Codaesti,24.917106420404572
60099,Vultureni,24.773226042428675
104751,Radovanu,24.67165644171779
49206,Sapoca,24.542590431738624
110027,Obarsia-Closani,24.35907335907336
32187,Rosiori,24.19880913000331
92989,Bordusani,24.027837259100643
113493,Salcia,23.944662620492682
15652,Cocu,23.920224234583873
94580,Stefan Voda,23.791101694915255
56425,Calarasi,23.708196721311474
178475,Vintileasca,23.438072289156626
128864,Seaca,22.98088157195964
101617,Buturugeni,22.077095808383234
46251,Cilibia,22.006386375731772
18778,Stalpeni,21.957404458598727
72926,Leu,21.650342172797263
155127,Frasinet,21.481178396072014
46910,Glodeanu-Silistea,21.465724193118167
62878,Sacele,21.22402327514547
74842,Catane,21.161727774987444
154228,Silistea,21.093790149892932
58204,Izvoru Crisului,20.942122186495176
161053,Nufaru,20.85
21418,Berzunti,20.827073261435476
157451,Lenauheim,20.761986837981823
166770,Vinderei,20.679751077070367
129460,Tia Mare,20.59267040149393
121386,Bira,20.53505718547986
77910,Balesti,20.497236079277336
172377,Popesti,19.845672918723263
40688,Budila,19.63242306025141
76157,Cudalbi,19.624213011542498
173374,Stoilesti,19.30698769955509
137960,Lazuri,19.218989769820972
131577,Oras Slanic,19.001514896482075
71910,Cotofenii Din Dos,18.993551160791057
151567,Ciprian Porumbescu,18.907287822878228
64906,Valea Crisului,18.758024691358024
126718,Dobrosloveni,18.556294916156507
180000,Platonesti,18.476708074534162
21757,Caiuti,18.41771217712177
151512,Hantesti,18.406352407360725
151576,Berchisesti,18.2450016943409
70879,Oras Bechet,18.185848839880542
93815,Jegalia,18.077782952957616
103960,Jilavele,17.920809248554914
90878,Rau De Mori,17.61186650185414
163379,Delesti,17.590986394557824
67121,Costestii Din Vale,17.5836389280677
10239,Brazii,17.531810766721044
103443,Gradistea,17.36897542291733
135431,Sirna,17.30263157894737
151022,Veresti,17.089122240172323
32090,Varciorog,16.804680038204392
132342,Bertea,16.6870876531574
151736,Islaz,15.970543806646525
152314,Bujoru,15.94114636642784
111097,Cazanesti,15.862359550561798
90342,Orastioara De Sus,15.583873957367933
138734,Santau,15.573670110983544
44989,Balaceanu,15.516148689823279
131899,Adunati,15.333333333333334
94376,Saveni,15.277809307604993
135404,Surani,15.246926777124532
104485,Ogrezeni,15.148250265111347
170220,Golesti,15.098640776699028
121876,Bozieni,15.05700871898055
47578,Mihailesti,15.009919697685405
150070,Radaseni,14.719791912981792
127689,Movileni,14.593002915451896
154013,Scrioastea,14.558391337973704
5103,Jidvei,14.556413637219816
128659,Schitu,14.357846853677028
117505,Hodosa,14.340668296658517
177655,Slobozia Bradului,14.139262800352245
93281,Cuza Voda,14.06245259165613
152412,Calmatuiu,14.05338266384778
170952,Lungesti,14.041560913705585
176212,Garoafa,13.999372122226873
134648,Posesti,13.50564617314931
137274,Camarzana,13.418413481298808
96370,Comarna,13.281860134895279
129898,Visina,13.213189113747383
73996,Sadova,12.91252576139226
75356,Beresti-Meria,12.863234529381176
146021,Boita,12.71861986912552
125588,Garcov,12.696752425137072
29573,Holod,12.542251325226069
174502,Diculesti,12.352032938754503
93441,Dorobantu,12.229705778092875
71572,Castranova,11.698417623332299
37770,Hudesti,11.613658070678127
85289,Plaiesii De Jos,11.461323066153307
112548,Jiana,11.437607573149743
154380,Smardioasa,11.434693036670787
97009,Erbiceni,11.413167444271643
98337,Plugari,11.389423076923077
28763,Cociuba Mare,11.374871969955617
27757,Brusturi,11.282869612656846
45619,Breaza,11.266298342541436
168960,Bunesti,11.192170818505337
133018,Draganesti,11.107648144351035
112600,Livezile,10.952836637047163
128221,Plesoiu,10.931626928471248
71518,Caraula,10.722795869737887
36649,Cordareni,10.688816855753647
178545,Vizantea-Livezi,10.461072034926024
153151,Lunca,10.362694300518134
94269,Reviga,10.291932059447984
179711,Vladeni,10.239709443099274
24187,Pancesti,10.069043321299638
139170,Turt,10.02155328115593
82314,Stoina,9.998272138228941
28665,Ciumeghiu,9.87943416757345
162381,Bacesti,9.824226054435902
140146,Balan,9.816506618219568
166529,Tutova,9.652867060941116
99968,Valea Seaca,9.545498704663212
166315,Tatarani,9.537668161434977
162069,Alexandru Vlahuta,9.517263025737602
68468,Potlogi,9.468972419928825
151549,Hartop,9.346492909160597
131988,Alunis,9.328722778104767
29467,Girisu De Cris,9.27025627750453
93236,Cosambesti,9.252705627705629
49313,Scortoasa,9.139213602550479
100326,Harmanesti,9.119791666666666
12340,Simand,9.025490638393864
137746,Gherta Mica,8.824371791407728
41738,Recea,8.770012315270936
52785,Farliug,8.674525589419206
85056,Meresti,8.6524926686217
33658,Matei,8.541396413582602
53167,Lupac,8.326951951951951
93717,Grindu,8.058321479374111
151709,Ciuperceni,8.034193548387098
135501,Soimari,8.018251681075888
94606,Ulmu,8.002197802197802
152083,Blejesti,7.888859968766267
128962,Spineni,7.673716012084592
43493,Marasu,7.612858624265469
141027,Dragu,7.480797636632201
6627,Ramet,7.380073800738008
38161,Mihaileni,7.226691729323308
25488,Solont,7.201086956521739
66526,Candesti,7.149125936496611
42156,Ungra,7.136602451838879
172992,Sinesti,7.125955734406439
101001,Baneasa,7.090214988949167
89687,Gurasada,7.050775740479549
12778,Zabrani,6.883872368135446
74322,Teasc,6.855508336057535
152350,Calinesti,6.598540145985401
151530,Balaceana,6.485084306095979
103194,Gaujani,6.448788780280493
161179,Sarichioi,6.3779366700715014
135896,Tomsani,6.339759582671808
70566,Almaj,6.302521008403361
110820,Breznita-Ocol,6.131868131868132
46803,Gheraseni,6.062775007333529
130384,Soparlita,6.056280587275693
11307,Ignesti,5.927877947295423
101822,Chiselet,5.807819548872181
16613,Harsesti,5.707349081364829
37057,Dangeni,5.641658440276407
19212,Teiu,5.630066322770818
25521,Stanisesti,5.624446786090622
179980,Marculesti,5.6180338134001255
93735,Grivita,5.585606500290192
108552,Remeti,5.548647808517252
140672,Creaca,5.497664390945023
76692,Matca,5.44083878169351
170612,Lalosu,5.343925985518906
43625,Mircea Voda,5.300994275384152
152038,Babaita,5.175557056043214
133722,Iordacheanu,5.1650195785940705
120370,Zau De Campie,5.113977204559088
119974,Valea Larga,5.028086218158067
79237,Branesti,4.998269896193771
65869,Iedera,4.982314300151592
167071,Zapodeni,4.938626273178375
144651,Iacobeni,4.805132796180245
163832,Falciu,4.79873993699685
130339,Gura Padinii,4.770748694138131
163253,Danesti,4.743935309973046
100638,Mitreni,4.702683448112087
140583,Coseiu,4.702037351443124
155840,Bethausen,4.701748127006779
152467,Calmatuiu De Sus,4.681172698121851
152234,Bragadiru,4.679397246037932
40991,Fundata,4.522292993630574
160877,Mihail Kogalniceanu,4.504107088530575
96940,Dumesti,4.476012583562722
141232,Garbou,4.458159963014332
154852,Vedea,4.412878787878788
79585,Catunele,4.387732342007435
161552,Bestepe,4.360700602079913
2988,Berghin,4.171122994652406
137443,Craidorolt,4.155861456483126
90119,Lunca Cernii De Jos,4.126268320180383
80249,Dragotesti,3.9501363459291
40544,Beclean,3.920421299005266
148453,Fantanele,3.9203187250996017
142612,Sag,3.797658360852597
60945,Albesti,3.6681745609366683
39836,Vorniceni,3.622662761883307
177986,Tataranu,3.579804560260586
69526,Voinesti,3.510292164674635
82680,Tantareni,3.4055919306317466
76601,Ivesti,3.374950999607997
39168,Oras Stefanesti,3.2216748768472905
128105,Oras Piatra-Olt,3.1353897583953807
58357,Maguri-Racatau,3.0694444444444446
170168,Glavile,3.0462633451957295
119750,Saulia,2.9136760426770127
72980,Macesu De Jos,2.8679245283018866
151246,Zamostea,2.848280295724847
168602,Oras Berbesti,2.7813285457809696
95943,Bivolari,2.7675276752767526
24338,Parjol,2.7418270699663916
67595,Gura Ocnitei,2.712253829321663
179659,Negrilesti,2.709024686361797
162149,Arsura,2.6909424724602204
119386,Sanger,2.6729431027425297
83847,Avramesti,2.6642728904847397
155083,Beciu,2.607361963190184
144198,Biertan,2.566860465116279
26379,Itesti,2.401601067378252
177726,Slobozia Ciorasti,2.376333656644035
94045,Milosesti,2.3725196555597154
67292,Dobra,2.361784140969163
97722,Lungani,2.3301216237561206
167320,Puscasi,2.257142857142857
151558,Voitinel,2.230363304241932
138921,Supur,2.1704761904761907
78016,Dragutesti,2.1621297037630103
172581,Roesti,2.0391973868408773
145355,Racovita,2.028397565922921
104083,Luica,1.987810595405532
20055,Vulturesti,1.9580369843527738
101724,Cascioarele,1.9452054794520548
97189,Gorban,1.8916884816753927
22059,Cotofanesti,1.8648275862068966
59693,Tritenii De Jos,1.8144286018301767
179971,Colelia,1.7588591184096802
162924,Bunesti-Averesti,1.758750470455401
35152,Tarlisua,1.7366906474820143
71055,Bradesti,1.680746998666074
128472,Radomiresti,1.6635802469135803
75917,Certesti,1.6373855120732723
76406,Ghidigeni,1.6249271986022131
12402,Sistarovat,1.567398119122257
104886,Sarulesti,1.552853765619723
99673,Tibana,1.5361379479026538
126905,Fagetelu,1.5052143684820394
37173,Draguseni,1.4864362690449646
153696,Poeni,1.485239226331863
139250,Urziceni,1.350438892640108
136713,Acas,1.3249420337860218
93646,Giurgeni,1.2096336499321574
162194,Banca,1.1181102362204725
152662,Crangu,1.1117969821673526
38893,Santa Mare,1.0996807378503015
33989,Nimigea,1.064932669249216
147205,Breaza,1.04542626011201
159419,Gottlob,1.0358896864374765
153106,Izvoarele,0.9979516591560835
26118,Vultureni,0.9757258448357925
103899,Izvoarele,0.9588806396344945
98649,Probota,0.9316671098112205
71260,Breasta,0.9122429459588713
157781,Moravita,0.8870431893687708
160127,Cerna,0.8858625162127107
139009,Tarna Mare,0.8573926073926074
60169,Negreni,0.8357709987463435
36202,Avrameni,0.8090698273640814
169994,Galicea,0.746552172781681
113732,Tamna,0.7428052105422599
159393,Fibis,0.7245328511151296
172894,Salatrucel,0.595160539785947
43867,Salcia Tudor,0.5764796310530361
44532,Zavoaia,0.5448897173035104
65147,Dalnic,0.5170630816959669
100362,Ciohorani,0.5113524185587365
63937,Borosneu Mare,0.503793626707132
4188,Craciunelu De Jos,0.500465549348231
96003,Ungheni,0.49559322033898306
63300,Cuza Voda,0.46298418519367407
107546,Calinesti,0.44556962025316454
15064,Caldararu,0.4224757076468103
127171,Gradinari,0.39585870889159563
76585,Independenta,0.37947643979057594
134443,Podenii Noi,0.3341558708616081
150310,Stroiesti,0.29797377830750893
44934,Balta Alba,0.2970257234726688
125962,Brastavatu,0.292149866190901
77475,Valea Marului,0.26247288503253796
56096,Bobalna,0.16176470588235295
95667,Andrieseni,0.11317338162064282
102348,Crevedia Mare,0.10258514567090685
177405,Racoasa,0.09121313469139557
12206,Seitin,0.06858621805241022
74883,Dobrotesti,0.032766990291262135
32179,Sannicolau Roman,0.011032656663724626
37459,Gorbanesti,0.0
4302,Farau,0.0
94429,Scanteia,0.0
127126,Giuvarasti,0.0
4268,Dostat,0.0
53425,Paltinis,0.0
45245,Bisoca,0.0
120502,Madaras,0.0
63161,Dumbraveni,0.0
161464,Turcoaia,0.0
153277,Maldaeni,0.0
5826,Mogos,0.0
12572,Varadia De Mures,0.0
153295,Mereni,0.0
128301,Poboru,0.0
54573,Vrani,0.0
70968,Botosesti-Paia,0.0
177469,Reghiu,0.0
70986,Brabova,0.0
